 "GET /scratchy-bot-web/ HTTP/2.0" 500 186 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.158.22.166 - - [31/May/2026:03:06:25 +0200] "GET /api/superadmin/overview HTTP/2.0" 200 500 "https://souqrates.com/superadmin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36 Edg/148.0.0.0"
204.76.203.10 - - [31/May/2026:03:33:48 +0200] "GET / HTTP/1.1" 400 166 "-" "-"
162.159.122.187 - - [31/May/2026:03:33:50 +0200] "GET / HTTP/2.0" 301 178 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.159.122.187 - - [31/May/2026:03:33:50 +0200] "GET /scratchy-bot-web/ HTTP/2.0" 500 186 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.159.122.187 - - [31/May/2026:03:33:54 +0200] "GET /games-bot/ HTTP/2.0" 200 1698 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.159.122.187 - - [31/May/2026:03:33:54 +0200] "GET /games-bot/manifest.webmanifest HTTP/2.0" 200 649 "https://souqrates.com/games-bot/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.159.122.210 - - [31/May/2026:03:33:54 +0200] "GET /games-bot/assets/main-DL3R5PhM.js HTTP/2.0" 200 203759 "https://souqrates.com/games-bot/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.159.122.187 - - [31/May/2026:03:33:55 +0200] "GET /api/games/leaderboard HTTP/2.0" 200 1314 "https://souqrates.com/games-bot/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.159.122.187 - - [31/May/2026:03:33:55 +0200] "GET /api/games/tiers HTTP/2.0" 304 0 "https://souqrates.com/games-bot/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.159.122.187 - - [31/May/2026:03:33:56 +0200] "GET /api/games/gamification HTTP/2.0" 304 0 "https://souqrates.com/games-bot/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.159.122.187 - - [31/May/2026:03:33:56 +0200] "GET /api/games/gamification HTTP/2.0" 304 0 "https://souqrates.com/games-bot/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.159.122.187 - - [31/May/2026:03:33:56 +0200] "GET /api/games/ledger?limit=4&offset=0 HTTP/2.0" 304 0 "https://souqrates.com/games-bot/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.159.122.187 - - [31/May/2026:03:33:56 +0200] "GET /api/games/configs HTTP/2.0" 304 0 "https://souqrates.com/games-bot/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.159.122.187 - - [31/May/2026:03:33:56 +0200] "GET /api/games/ledger?limit=4&offset=0 HTTP/2.0" 304 0 "https://souqrates.com/games-bot/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.159.122.187 - - [31/May/2026:03:33:57 +0200] "GET /api/games/balance HTTP/2.0" 304 0 "https://souqrates.com/games-bot/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.159.122.187 - - [31/May/2026:03:34:01 +0200] "GET / HTTP/2.0" 301 178 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.159.122.187 - - [31/May/2026:03:34:01 +0200] "GET /scratchy-bot-web/ HTTP/2.0" 500 186 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
23.168.216.95 - - [31/May/2026:03:37:15 +0200] "GET /.openclaw/workspace/chroma.db HTTP/1.0" 404 564 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
162.158.22.166 - - [31/May/2026:03:39:13 +0200] "GET / HTTP/2.0" 301 178 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
162.158.22.166 - - [31/May/2026:03:39:13 +0200] "GET /scratchy-bot-web/ HTTP/2.0" 500 186 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148"
